"","oracle_acc","edge_prob","hc_lower_shd_mean","hc_upper_shd_mean","hc_lower_sid_mean","hc_upper_sid_mean","hc_lower_shd_sd","hc_upper_shd_sd","hc_lower_sid_sd","hc_upper_sid_sd","pc_lower_shd_mean","pc_upper_shd_mean","pc_lower_sid_mean","pc_upper_sid_mean","pc_lower_shd_sd","pc_upper_shd_sd","pc_lower_sid_sd","pc_upper_sid_sd","human_shd_mean","human_sid_mean","human_shd_sd","human_sid_sd"
"1",0.1,0.1,5.23,5.39,8.06,8.67,0.249789810630757,0.247775965930776,0.697299263319748,0.722097813682643,12.5773195876289,12.6082474226804,7.71,7.79,0.317324460885792,0.314851701383415,0.692455738293033,0.699785748440701,13.97,9.3,0.303666151082289,0.710597984059549
"2",0.2,0.1,5.23,5.39,8.06,8.67,0.249789810630757,0.247775965930776,0.697299263319748,0.722097813682643,12.5773195876289,12.6082474226804,7.71,7.79,0.317324460885792,0.314851701383415,0.692455738293033,0.699785748440701,11.37,7.37,0.318980383171889,0.734249427798362
"3",0.3,0.1,5.23,5.39,8.06,8.67,0.249789810630757,0.247775965930776,0.697299263319748,0.722097813682643,12.5773195876289,12.6082474226804,7.71,7.79,0.317324460885792,0.314851701383415,0.692455738293033,0.699785748440701,9.88,7.06,0.342091015120629,0.68546526262286
"4",0.4,0.1,5.23,5.39,8.06,8.67,0.249789810630757,0.247775965930776,0.697299263319748,0.722097813682643,12.5773195876289,12.6082474226804,7.71,7.79,0.317324460885792,0.314851701383415,0.692455738293033,0.699785748440701,8.93,6.49,0.272383790437187,0.688358463111607
"5",0.5,0.1,5.23,5.39,8.06,8.67,0.249789810630757,0.247775965930776,0.697299263319748,0.722097813682643,12.5773195876289,12.6082474226804,7.71,7.79,0.317324460885792,0.314851701383415,0.692455738293033,0.699785748440701,7.06,4.65,0.247337335587973,0.516471126242721
"6",0.6,0.1,5.23,5.39,8.06,8.67,0.249789810630757,0.247775965930776,0.697299263319748,0.722097813682643,12.5773195876289,12.6082474226804,7.71,7.79,0.317324460885792,0.314851701383415,0.692455738293033,0.699785748440701,5.77,4.56,0.255783604879696,0.465435605675267
"7",0.7,0.1,5.23,5.39,8.06,8.67,0.249789810630757,0.247775965930776,0.697299263319748,0.722097813682643,12.5773195876289,12.6082474226804,7.71,7.79,0.317324460885792,0.314851701383415,0.692455738293033,0.699785748440701,4.07,3.08,0.208047682957149,0.416012820315272
"8",0.8,0.1,5.23,5.39,8.06,8.67,0.249789810630757,0.247775965930776,0.697299263319748,0.722097813682643,12.5773195876289,12.6082474226804,7.71,7.79,0.317324460885792,0.314851701383415,0.692455738293033,0.699785748440701,2.88,2.81,0.151943636546151,0.309020936821341
"9",0.9,0.1,5.23,5.39,8.06,8.67,0.249789810630757,0.247775965930776,0.697299263319748,0.722097813682643,12.5773195876289,12.6082474226804,7.71,7.79,0.317324460885792,0.314851701383415,0.692455738293033,0.699785748440701,1.94,2.17,0.130902076130799,0.374989562144297
"10",0.1,0.2,9.83,10.2,25.45,28.42,0.305192438049216,0.303514764255731,1.33449759774375,1.4631624805347,17.7708333333333,17.84375,23.02,23.31,0.393889502346127,0.394959504086712,1.51458815284132,1.5152629062589,14.75,24.56,0.383069738092719,1.48482696335671
"11",0.2,0.2,9.83,10.2,25.45,28.42,0.305192438049216,0.303514764255731,1.33449759774375,1.4631624805347,17.7708333333333,17.84375,23.02,23.31,0.393889502346127,0.394959504086712,1.51458815284132,1.5152629062589,13.12,21.8,0.340907878785724,1.39146024598679
"12",0.3,0.2,9.83,10.2,25.45,28.42,0.305192438049216,0.303514764255731,1.33449759774375,1.4631624805347,17.7708333333333,17.84375,23.02,23.31,0.393889502346127,0.394959504086712,1.51458815284132,1.5152629062589,11.49,20.74,0.30566866593312,1.36060147127525
"13",0.4,0.2,9.83,10.2,25.45,28.42,0.305192438049216,0.303514764255731,1.33449759774375,1.4631624805347,17.7708333333333,17.84375,23.02,23.31,0.393889502346127,0.394959504086712,1.51458815284132,1.5152629062589,9.55,19.7,0.280826701657154,1.25822546196273
"14",0.5,0.2,9.83,10.2,25.45,28.42,0.305192438049216,0.303514764255731,1.33449759774375,1.4631624805347,17.7708333333333,17.84375,23.02,23.31,0.393889502346127,0.394959504086712,1.51458815284132,1.5152629062589,8.03,17.26,0.281573859553472,1.26008016419671
"15",0.6,0.2,9.83,10.2,25.45,28.42,0.305192438049216,0.303514764255731,1.33449759774375,1.4631624805347,17.7708333333333,17.84375,23.02,23.31,0.393889502346127,0.394959504086712,1.51458815284132,1.5152629062589,6.86,13.94,0.243717007609194,1.12616449271253
"16",0.7,0.2,9.83,10.2,25.45,28.42,0.305192438049216,0.303514764255731,1.33449759774375,1.4631624805347,17.7708333333333,17.84375,23.02,23.31,0.393889502346127,0.394959504086712,1.51458815284132,1.5152629062589,5.22,12.34,0.203296072095092,0.989665794012496
"17",0.8,0.2,9.83,10.2,25.45,28.42,0.305192438049216,0.303514764255731,1.33449759774375,1.4631624805347,17.7708333333333,17.84375,23.02,23.31,0.393889502346127,0.394959504086712,1.51458815284132,1.5152629062589,3.93,10.29,0.178803543227496,0.849277173349029
"18",0.9,0.2,9.83,10.2,25.45,28.42,0.305192438049216,0.303514764255731,1.33449759774375,1.4631624805347,17.7708333333333,17.84375,23.02,23.31,0.393889502346127,0.394959504086712,1.51458815284132,1.5152629062589,2.72,6.52,0.152474538361278,0.654661605855894
"19",0.1,0.3,14.96,15.56,42.54,49.39,0.363184567820592,0.359101009958946,1.48857059766825,1.73006072176964,21.453488372093,21.5348837209302,38.69,39.34,0.387088814272911,0.384621502585761,1.71732012029899,1.74112872756378,15.73,44.46,0.299782749619949,1.67425062386584
"20",0.2,0.3,14.96,15.56,42.54,49.39,0.363184567820592,0.359101009958946,1.48857059766825,1.73006072176964,21.453488372093,21.5348837209302,38.69,39.34,0.387088814272911,0.384621502585761,1.71732012029899,1.74112872756378,13.98,41.24,0.328442913570604,1.54260176391063
"21",0.3,0.3,14.96,15.56,42.54,49.39,0.363184567820592,0.359101009958946,1.48857059766825,1.73006072176964,21.453488372093,21.5348837209302,38.69,39.34,0.387088814272911,0.384621502585761,1.71732012029899,1.74112872756378,12.39,39.47,0.292289810519172,1.57784247270977
"22",0.4,0.3,14.96,15.56,42.54,49.39,0.363184567820592,0.359101009958946,1.48857059766825,1.73006072176964,21.453488372093,21.5348837209302,38.69,39.34,0.387088814272911,0.384621502585761,1.71732012029899,1.74112872756378,11.05,33.84,0.305629008618441,1.55373255371858
"23",0.5,0.3,14.96,15.56,42.54,49.39,0.363184567820592,0.359101009958946,1.48857059766825,1.73006072176964,21.453488372093,21.5348837209302,38.69,39.34,0.387088814272911,0.384621502585761,1.71732012029899,1.74112872756378,9.46,30.92,0.33527314358308,1.64738421367778
"24",0.6,0.3,14.96,15.56,42.54,49.39,0.363184567820592,0.359101009958946,1.48857059766825,1.73006072176964,21.453488372093,21.5348837209302,38.69,39.34,0.387088814272911,0.384621502585761,1.71732012029899,1.74112872756378,8.14,26.88,0.266674242316635,1.35343035926262
"25",0.7,0.3,14.96,15.56,42.54,49.39,0.363184567820592,0.359101009958946,1.48857059766825,1.73006072176964,21.453488372093,21.5348837209302,38.69,39.34,0.387088814272911,0.384621502585761,1.71732012029899,1.74112872756378,5.87,20.72,0.233832798763941,1.29334582936794
"26",0.8,0.3,14.96,15.56,42.54,49.39,0.363184567820592,0.359101009958946,1.48857059766825,1.73006072176964,21.453488372093,21.5348837209302,38.69,39.34,0.387088814272911,0.384621502585761,1.71732012029899,1.74112872756378,4.78,17.73,0.231630147546742,1.22060218620552
"27",0.9,0.3,14.96,15.56,42.54,49.39,0.363184567820592,0.359101009958946,1.48857059766825,1.73006072176964,21.453488372093,21.5348837209302,38.69,39.34,0.387088814272911,0.384621502585761,1.71732012029899,1.74112872756378,3.21,13.54,0.182737323207191,0.921726531016547
"28",0.1,0.4,19.08,19.78,57.92,67.29,0.325880315143428,0.311911668407722,1.18455378804328,1.29507965512987,25.037037037037,25.0987654320988,51.75,52.01,0.386678018848539,0.385943184214793,1.5032388029238,1.50457547170079,18.12,57.41,0.355698203708161,1.45616730917956
"29",0.2,0.4,19.08,19.78,57.92,67.29,0.325880315143428,0.311911668407722,1.18455378804328,1.29507965512987,25.037037037037,25.0987654320988,51.75,52.01,0.386678018848539,0.385943184214793,1.5032388029238,1.50457547170079,16.28,56.42,0.371478074179297,1.39965219344888
"30",0.3,0.4,19.08,19.78,57.92,67.29,0.325880315143428,0.311911668407722,1.18455378804328,1.29507965512987,25.037037037037,25.0987654320988,51.75,52.01,0.386678018848539,0.385943184214793,1.5032388029238,1.50457547170079,14.29,50.03,0.351129490632614,1.54693930460158
"31",0.4,0.4,19.08,19.78,57.92,67.29,0.325880315143428,0.311911668407722,1.18455378804328,1.29507965512987,25.037037037037,25.0987654320988,51.75,52.01,0.386678018848539,0.385943184214793,1.5032388029238,1.50457547170079,13.32,48.64,0.320630691612703,1.4149647531035
"32",0.5,0.4,19.08,19.78,57.92,67.29,0.325880315143428,0.311911668407722,1.18455378804328,1.29507965512987,25.037037037037,25.0987654320988,51.75,52.01,0.386678018848539,0.385943184214793,1.5032388029238,1.50457547170079,10.92,43.05,0.293938769133981,1.5135332266861
"33",0.6,0.4,19.08,19.78,57.92,67.29,0.325880315143428,0.311911668407722,1.18455378804328,1.29507965512987,25.037037037037,25.0987654320988,51.75,52.01,0.386678018848539,0.385943184214793,1.5032388029238,1.50457547170079,8.88,36.07,0.286137637291475,1.64600864045255
"34",0.7,0.4,19.08,19.78,57.92,67.29,0.325880315143428,0.311911668407722,1.18455378804328,1.29507965512987,25.037037037037,25.0987654320988,51.75,52.01,0.386678018848539,0.385943184214793,1.5032388029238,1.50457547170079,7.39,29.99,0.257766239727848,1.47487338953265
"35",0.8,0.4,19.08,19.78,57.92,67.29,0.325880315143428,0.311911668407722,1.18455378804328,1.29507965512987,25.037037037037,25.0987654320988,51.75,52.01,0.386678018848539,0.385943184214793,1.5032388029238,1.50457547170079,6.33,27.11,0.243316728366609,1.26976455305778
"36",0.9,0.4,19.08,19.78,57.92,67.29,0.325880315143428,0.311911668407722,1.18455378804328,1.29507965512987,25.037037037037,25.0987654320988,51.75,52.01,0.386678018848539,0.385943184214793,1.5032388029238,1.50457547170079,3.85,16.89,0.218523511898663,1.16860401913366
"37",0.1,0.5,22.94,23.66,65.83,74.43,0.35328758994921,0.355112729291771,0.933772083021496,1.01992820107767,28.7049180327869,28.7868852459016,58.85,59.26,0.456491886876643,0.448503738370638,1.50600443090922,1.47222673689504,19.79,66.02,0.360777779333215,1.23050289464811
"38",0.2,0.5,22.94,23.66,65.83,74.43,0.35328758994921,0.355112729291771,0.933772083021496,1.01992820107767,28.7049180327869,28.7868852459016,58.85,59.26,0.456491886876643,0.448503738370638,1.50600443090922,1.47222673689504,18.73,64.48,0.353868947949989,1.13524615761686
"39",0.3,0.5,22.94,23.66,65.83,74.43,0.35328758994921,0.355112729291771,0.933772083021496,1.01992820107767,28.7049180327869,28.7868852459016,58.85,59.26,0.456491886876643,0.448503738370638,1.50600443090922,1.47222673689504,16.87,62.33,0.360318321667512,1.25947359534598
"40",0.4,0.5,22.94,23.66,65.83,74.43,0.35328758994921,0.355112729291771,0.933772083021496,1.01992820107767,28.7049180327869,28.7868852459016,58.85,59.26,0.456491886876643,0.448503738370638,1.50600443090922,1.47222673689504,15.34,56.69,0.439057760632604,1.40875294089661
"41",0.5,0.5,22.94,23.66,65.83,74.43,0.35328758994921,0.355112729291771,0.933772083021496,1.01992820107767,28.7049180327869,28.7868852459016,58.85,59.26,0.456491886876643,0.448503738370638,1.50600443090922,1.47222673689504,12.9,51.74,0.342451058215225,1.44562174244241
"42",0.6,0.5,22.94,23.66,65.83,74.43,0.35328758994921,0.355112729291771,0.933772083021496,1.01992820107767,28.7049180327869,28.7868852459016,58.85,59.26,0.456491886876643,0.448503738370638,1.50600443090922,1.47222673689504,11.63,47.82,0.317074697250291,1.51573431215715
"43",0.7,0.5,22.94,23.66,65.83,74.43,0.35328758994921,0.355112729291771,0.933772083021496,1.01992820107767,28.7049180327869,28.7868852459016,58.85,59.26,0.456491886876643,0.448503738370638,1.50600443090922,1.47222673689504,8.88,40.25,0.268659222394798,1.44902440185516
"44",0.8,0.5,22.94,23.66,65.83,74.43,0.35328758994921,0.355112729291771,0.933772083021496,1.01992820107767,28.7049180327869,28.7868852459016,58.85,59.26,0.456491886876643,0.448503738370638,1.50600443090922,1.47222673689504,7.07,32.8,0.280783535734191,1.48752387299407
"45",0.9,0.5,22.94,23.66,65.83,74.43,0.35328758994921,0.355112729291771,0.933772083021496,1.01992820107767,28.7049180327869,28.7868852459016,58.85,59.26,0.456491886876643,0.448503738370638,1.50600443090922,1.47222673689504,4.46,19.9,0.229808879750373,1.1973455489692
"46",0.1,0.6,26.85,27.75,71.54,80.01,0.338259060365265,0.339748867443724,0.673663285493742,0.749612020860246,31.8620689655172,31.9137931034483,66.2,66.36,0.370941050673085,0.367530042278705,1.08165411211324,1.08783847429256,22.52,71.15,0.367761451009326,0.986102930681676
"47",0.2,0.6,26.85,27.75,71.54,80.01,0.338259060365265,0.339748867443724,0.673663285493742,0.749612020860246,31.8620689655172,31.9137931034483,66.2,66.36,0.370941050673085,0.367530042278705,1.08165411211324,1.08783847429256,20.91,68.27,0.362955043547219,0.943650230528111
"48",0.3,0.6,26.85,27.75,71.54,80.01,0.338259060365265,0.339748867443724,0.673663285493742,0.749612020860246,31.8620689655172,31.9137931034483,66.2,66.36,0.370941050673085,0.367530042278705,1.08165411211324,1.08783847429256,19.89,68.72,0.378699262361483,0.930415352019047
"49",0.4,0.6,26.85,27.75,71.54,80.01,0.338259060365265,0.339748867443724,0.673663285493742,0.749612020860246,31.8620689655172,31.9137931034483,66.2,66.36,0.370941050673085,0.367530042278705,1.08165411211324,1.08783847429256,17.45,62.09,0.356009022698055,1.2803956932578
"50",0.5,0.6,26.85,27.75,71.54,80.01,0.338259060365265,0.339748867443724,0.673663285493742,0.749612020860246,31.8620689655172,31.9137931034483,66.2,66.36,0.370941050673085,0.367530042278705,1.08165411211324,1.08783847429256,15.84,58.54,0.37971813044133,1.27876360741005
"51",0.6,0.6,26.85,27.75,71.54,80.01,0.338259060365265,0.339748867443724,0.673663285493742,0.749612020860246,31.8620689655172,31.9137931034483,66.2,66.36,0.370941050673085,0.367530042278705,1.08165411211324,1.08783847429256,13.03,51.03,0.382034690899276,1.23013138823592
"52",0.7,0.6,26.85,27.75,71.54,80.01,0.338259060365265,0.339748867443724,0.673663285493742,0.749612020860246,31.8620689655172,31.9137931034483,66.2,66.36,0.370941050673085,0.367530042278705,1.08165411211324,1.08783847429256,10.01,40.75,0.367490809340172,1.53368737678086
"53",0.8,0.6,26.85,27.75,71.54,80.01,0.338259060365265,0.339748867443724,0.673663285493742,0.749612020860246,31.8620689655172,31.9137931034483,66.2,66.36,0.370941050673085,0.367530042278705,1.08165411211324,1.08783847429256,7.89,35.08,0.33901074146446,1.4515529823627
"54",0.9,0.6,26.85,27.75,71.54,80.01,0.338259060365265,0.339748867443724,0.673663285493742,0.749612020860246,31.8620689655172,31.9137931034483,66.2,66.36,0.370941050673085,0.367530042278705,1.08165411211324,1.08783847429256,5.64,26.41,0.250058578995588,1.3740079984476
"55",0.1,0.7,30.46,31.21,72.02,80.82,0.293849408281648,0.279716667614596,0.66847935380582,0.667329973048786,34.9166666666667,35.0416666666667,66.72,66.86,0.419846026037161,0.422083582750411,0.990714465179121,0.988362418022999,26.19,75.22,0.380508697255225,0.706046039646856
"56",0.2,0.7,30.46,31.21,72.02,80.82,0.293849408281648,0.279716667614596,0.66847935380582,0.667329973048786,34.9166666666667,35.0416666666667,66.72,66.86,0.419846026037161,0.422083582750411,0.990714465179121,0.988362418022999,24.36,73.31,0.386781592116274,0.685888791527777
"57",0.3,0.7,30.46,31.21,72.02,80.82,0.293849408281648,0.279716667614596,0.66847935380582,0.667329973048786,34.9166666666667,35.0416666666667,66.72,66.86,0.419846026037161,0.422083582750411,0.990714465179121,0.988362418022999,22.31,70.2,0.379179070726178,0.909767425047065
"58",0.4,0.7,30.46,31.21,72.02,80.82,0.293849408281648,0.279716667614596,0.66847935380582,0.667329973048786,34.9166666666667,35.0416666666667,66.72,66.86,0.419846026037161,0.422083582750411,0.990714465179121,0.988362418022999,19.83,64.87,0.430187884722032,1.19643029656786
"59",0.5,0.7,30.46,31.21,72.02,80.82,0.293849408281648,0.279716667614596,0.66847935380582,0.667329973048786,34.9166666666667,35.0416666666667,66.72,66.86,0.419846026037161,0.422083582750411,0.990714465179121,0.988362418022999,17.19,60.37,0.424429504205827,1.27704322320718
"60",0.6,0.7,30.46,31.21,72.02,80.82,0.293849408281648,0.279716667614596,0.66847935380582,0.667329973048786,34.9166666666667,35.0416666666667,66.72,66.86,0.419846026037161,0.422083582750411,0.990714465179121,0.988362418022999,14.52,52.82,0.396571162426981,1.27147254167852
"61",0.7,0.7,30.46,31.21,72.02,80.82,0.293849408281648,0.279716667614596,0.66847935380582,0.667329973048786,34.9166666666667,35.0416666666667,66.72,66.86,0.419846026037161,0.422083582750411,0.990714465179121,0.988362418022999,12.08,46.9,0.446463092460388,1.63494045855814
"62",0.8,0.7,30.46,31.21,72.02,80.82,0.293849408281648,0.279716667614596,0.66847935380582,0.667329973048786,34.9166666666667,35.0416666666667,66.72,66.86,0.419846026037161,0.422083582750411,0.990714465179121,0.988362418022999,9.16,36.59,0.427990370891399,1.57410195657618
"63",0.9,0.7,30.46,31.21,72.02,80.82,0.293849408281648,0.279716667614596,0.66847935380582,0.667329973048786,34.9166666666667,35.0416666666667,66.72,66.86,0.419846026037161,0.422083582750411,0.990714465179121,0.988362418022999,6.23,25.9,0.351002892157643,1.50416928984914
"64",0.1,0.8,34.4,35.33,75.89,83.96,0.284267621807481,0.29234509841223,0.524336039986079,0.532560045459854,35.6458333333333,35.7083333333333,69.04,69.12,0.344008472564583,0.345895811668125,1.01107503543146,1.01737431904413,28.86,74.79,0.400005050473166,0.841150606867964
"65",0.2,0.8,34.4,35.33,75.89,83.96,0.284267621807481,0.29234509841223,0.524336039986079,0.532560045459854,35.6458333333333,35.7083333333333,69.04,69.12,0.344008472564583,0.345895811668125,1.01107503543146,1.01737431904413,26.53,72.84,0.416443576640645,0.833844691592487
"66",0.3,0.8,34.4,35.33,75.89,83.96,0.284267621807481,0.29234509841223,0.524336039986079,0.532560045459854,35.6458333333333,35.7083333333333,69.04,69.12,0.344008472564583,0.345895811668125,1.01107503543146,1.01737431904413,24.67,70.03,0.385351734907162,0.973845340634101
"67",0.4,0.8,34.4,35.33,75.89,83.96,0.284267621807481,0.29234509841223,0.524336039986079,0.532560045459854,35.6458333333333,35.7083333333333,69.04,69.12,0.344008472564583,0.345895811668125,1.01107503543146,1.01737431904413,21.83,65.18,0.449478935136357,1.07584873706786
"68",0.5,0.8,34.4,35.33,75.89,83.96,0.284267621807481,0.29234509841223,0.524336039986079,0.532560045459854,35.6458333333333,35.7083333333333,69.04,69.12,0.344008472564583,0.345895811668125,1.01107503543146,1.01737431904413,19.67,61.61,0.477801150473646,1.11544664243576
"69",0.6,0.8,34.4,35.33,75.89,83.96,0.284267621807481,0.29234509841223,0.524336039986079,0.532560045459854,35.6458333333333,35.7083333333333,69.04,69.12,0.344008472564583,0.345895811668125,1.01107503543146,1.01737431904413,17.51,57.89,0.427228559935127,1.24575197362797
"70",0.7,0.8,34.4,35.33,75.89,83.96,0.284267621807481,0.29234509841223,0.524336039986079,0.532560045459854,35.6458333333333,35.7083333333333,69.04,69.12,0.344008472564583,0.345895811668125,1.01107503543146,1.01737431904413,14.14,48.82,0.456605835364474,1.31888995260056
"71",0.8,0.8,34.4,35.33,75.89,83.96,0.284267621807481,0.29234509841223,0.524336039986079,0.532560045459854,35.6458333333333,35.7083333333333,69.04,69.12,0.344008472564583,0.345895811668125,1.01107503543146,1.01737431904413,9.65,37.36,0.36386671996624,1.50195293743267
"72",0.9,0.8,34.4,35.33,75.89,83.96,0.284267621807481,0.29234509841223,0.524336039986079,0.532560045459854,35.6458333333333,35.7083333333333,69.04,69.12,0.344008472564583,0.345895811668125,1.01107503543146,1.01737431904413,6.7,26.93,0.384155902695452,1.65524907338729
"73",0.1,0.9,37.73,38.65,77.41,84.43,0.271864122329705,0.284755787624867,0.507936009649828,0.518399830091006,37.5806451612903,37.7096774193548,69.3,69.43,0.467834621888325,0.464187458395195,1.15737819013845,1.16879571131703,31.9,76.9,0.371048201284911,0.683203978887475
"74",0.2,0.9,37.73,38.65,77.41,84.43,0.271864122329705,0.284755787624867,0.507936009649828,0.518399830091006,37.5806451612903,37.7096774193548,69.3,69.43,0.467834621888325,0.464187458395195,1.15737819013845,1.16879571131703,30,74.9,0.418511069329731,0.716825211497464
"75",0.3,0.9,37.73,38.65,77.41,84.43,0.271864122329705,0.284755787624867,0.507936009649828,0.518399830091006,37.5806451612903,37.7096774193548,69.3,69.43,0.467834621888325,0.464187458395195,1.15737819013845,1.16879571131703,27.45,71.46,0.420287299524283,0.895039077077057
"76",0.4,0.9,37.73,38.65,77.41,84.43,0.271864122329705,0.284755787624867,0.507936009649828,0.518399830091006,37.5806451612903,37.7096774193548,69.3,69.43,0.467834621888325,0.464187458395195,1.15737819013845,1.16879571131703,25.87,68.29,0.431032352485157,0.90188299091009
"77",0.5,0.9,37.73,38.65,77.41,84.43,0.271864122329705,0.284755787624867,0.507936009649828,0.518399830091006,37.5806451612903,37.7096774193548,69.3,69.43,0.467834621888325,0.464187458395195,1.15737819013845,1.16879571131703,22.85,62.41,0.547422795626668,1.16368406625708
"78",0.6,0.9,37.73,38.65,77.41,84.43,0.271864122329705,0.284755787624867,0.507936009649828,0.518399830091006,37.5806451612903,37.7096774193548,69.3,69.43,0.467834621888325,0.464187458395195,1.15737819013845,1.16879571131703,18.69,54.71,0.51653370723223,1.31819397416896
"79",0.7,0.9,37.73,38.65,77.41,84.43,0.271864122329705,0.284755787624867,0.507936009649828,0.518399830091006,37.5806451612903,37.7096774193548,69.3,69.43,0.467834621888325,0.464187458395195,1.15737819013845,1.16879571131703,15.99,50.16,0.53814026934894,1.49502339429688
"80",0.8,0.9,37.73,38.65,77.41,84.43,0.271864122329705,0.284755787624867,0.507936009649828,0.518399830091006,37.5806451612903,37.7096774193548,69.3,69.43,0.467834621888325,0.464187458395195,1.15737819013845,1.16879571131703,11.61,39.64,0.472879637450326,1.54216953305623
"81",0.9,0.9,37.73,38.65,77.41,84.43,0.271864122329705,0.284755787624867,0.507936009649828,0.518399830091006,37.5806451612903,37.7096774193548,69.3,69.43,0.467834621888325,0.464187458395195,1.15737819013845,1.16879571131703,6.66,26.05,0.421689722689826,1.54320766554275
